age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,technician,married,secondary,45technicianmarriedsecondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,yes
50,management,married,tertiary,50managementmarriedtertiary,no,3284,yes,no,cellular,4,feb,195,2,271,3,failure,no
31,technician,single,secondary,31techniciansinglesecondary,no,1447,yes,no,cellular,21,nov,225,2,95,13,other,no
37,admin.,divorced,secondary,37admin.divorcedsecondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,no
48,management,divorced,tertiary,48managementdivorcedtertiary,no,17964,yes,no,cellular,26,may,208,2,96,3,other,yes
27,blue-collar,single,secondary,27blue-collarsinglesecondary,no,535,no,no,cellular,13,may,159,1,87,3,success,yes
34,technician,single,secondary,34techniciansinglesecondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,yes
41,blue-collar,divorced,secondary,41blue-collardivorcedsecondary,no,351,yes,no,cellular,6,feb,12,8,268,9,other,no
42,services,married,secondary,42servicesmarriedsecondary,no,146,yes,yes,cellular,15,may,670,4,346,1,failure,yes
31,admin.,divorced,secondary,31admin.divorcedsecondary,no,11,yes,no,cellular,18,may,17,7,350,9,other,no
58,admin.,married,secondary,58admin.marriedsecondary,no,169,no,no,cellular,13,may,336,3,87,5,success,yes
42,blue-collar,married,secondary,42blue-collarmarriedsecondary,no,4900,yes,no,telephone,11,may,231,1,284,2,failure,no
34,entrepreneur,married,secondary,34entrepreneurmarriedsecondary,no,1847,yes,no,cellular,9,apr,543,3,321,6,failure,no
40,management,married,tertiary,40managementmarriedtertiary,no,5142,no,no,cellular,13,jan,147,2,224,1,failure,no
26,technician,single,secondary,26techniciansinglesecondary,no,1105,yes,no,cellular,6,sep,415,1,297,3,other,yes
27,admin.,single,tertiary,27admin.singletertiary,no,3672,yes,no,cellular,15,may,157,2,351,5,failure,no
53,blue-collar,married,secondary,53blue-collarmarriedsecondary,no,21522,no,no,cellular,20,nov,83,3,149,4,failure,no
61,retired,married,tertiary,61retiredmarriedtertiary,no,2557,yes,no,cellular,11,aug,139,3,190,1,success,yes
54,blue-collar,married,secondary,54blue-collarmarriedsecondary,no,1777,yes,no,cellular,18,may,13,5,178,6,success,no
47,blue-collar,divorced,primary,47blue-collardivorcedprimary,no,1927,yes,no,cellular,5,feb,130,4,275,3,failure,no
27,services,married,secondary,27servicesmarriedsecondary,no,311,yes,no,cellular,15,may,50,1,352,1,failure,no
31,blue-collar,single,secondary,31blue-collarsinglesecondary,no,397,yes,no,telephone,13,may,134,1,350,7,failure,no
41,admin.,divorced,secondary,41admin.divorcedsecondary,no,220,yes,no,cellular,14,aug,142,2,88,2,failure,no
30,management,married,tertiary,30managementmarriedtertiary,no,2451,yes,no,cellular,19,nov,191,2,175,1,failure,no
50,blue-collar,married,secondary,50blue-collarmarriedsecondary,no,173,yes,no,cellular,12,may,7,5,342,15,other,no
33,management,single,tertiary,33managementsingletertiary,no,923,yes,no,cellular,19,nov,1307,3,173,6,failure,no
53,unemployed,married,secondary,53unemployedmarriedsecondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,yes
63,management,married,tertiary,63managementmarriedtertiary,no,2785,no,no,cellular,2,aug,341,2,392,3,success,yes
25,admin.,single,tertiary,25admin.singletertiary,no,1185,no,no,cellular,7,oct,290,1,114,1,failure,yes
40,admin.,single,secondary,40admin.singlesecondary,no,1200,yes,no,cellular,21,nov,163,2,156,8,failure,no
33,blue-collar,married,secondary,33blue-collarmarriedsecondary,no,931,yes,no,cellular,5,may,272,2,336,1,failure,no
29,blue-collar,single,primary,29blue-collarsingleprimary,no,722,yes,no,cellular,15,may,78,1,359,1,failure,no
39,blue-collar,single,secondary,39blue-collarsinglesecondary,no,290,yes,no,cellular,5,may,128,1,336,1,other,no
57,blue-collar,married,secondary,57blue-collarmarriedsecondary,no,1521,yes,yes,cellular,18,may,102,2,178,5,failure,no
33,blue-collar,single,secondary,33blue-collarsinglesecondary,no,498,no,no,cellular,12,aug,338,2,104,1,success,yes
37,technician,married,secondary,37technicianmarriedsecondary,no,6384,yes,yes,cellular,3,jun,254,1,96,2,failure,no
58,retired,married,secondary,58retiredmarriedsecondary,no,2714,no,no,cellular,26,may,165,1,287,2,failure,yes
38,technician,married,secondary,38technicianmarriedsecondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
33,management,single,tertiary,33managementsingletertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
28,technician,single,tertiary,28techniciansingletertiary,no,375,yes,no,cellular,14,may,43,1,350,1,other,no
19,student,single,secondary,19studentsinglesecondary,no,424,no,no,cellular,30,jun,121,3,195,2,other,no
33,services,single,secondary,33servicessinglesecondary,no,3269,no,yes,cellular,21,nov,381,1,126,1,failure,no
29,self-employed,single,tertiary,29self-employedsingletertiary,no,805,no,no,cellular,1,jul,302,2,128,8,success,no
82,housemaid,divorced,primary,82housemaiddivorcedprimary,no,1381,no,no,cellular,28,jul,844,5,181,4,failure,yes
64,retired,married,secondary,64retiredmarriedsecondary,no,1220,no,no,cellular,5,mar,84,1,88,1,failure,no
36,unemployed,single,tertiary,36unemployedsingletertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,yes
31,student,single,secondary,31studentsinglesecondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other,yes
41,admin.,single,secondary,41admin.singlesecondary,no,985,yes,no,cellular,30,jun,274,2,391,11,success,yes
54,blue-collar,married,primary,54blue-collarmarriedprimary,no,1357,yes,yes,cellular,5,may,305,5,349,7,other,no
61,self-employed,married,tertiary,61self-employedmarriedtertiary,no,10861,no,no,cellular,26,jul,336,2,259,3,success,yes
47,admin.,married,primary,47admin.marriedprimary,no,31,yes,no,cellular,6,may,50,1,356,1,failure,no
39,management,single,tertiary,39managementsingletertiary,no,633,no,no,cellular,19,nov,105,2,133,3,failure,no
30,admin.,married,secondary,30admin.marriedsecondary,no,490,yes,no,cellular,3,feb,82,6,251,4,other,no
31,management,married,tertiary,31managementmarriedtertiary,no,10884,no,no,cellular,10,aug,294,3,98,2,success,yes
23,student,single,secondary,23studentsinglesecondary,no,2530,yes,no,cellular,18,may,194,3,364,3,other,no
28,services,single,secondary,28servicessinglesecondary,no,341,yes,no,cellular,15,may,437,3,347,3,other,yes
34,admin.,married,secondary,34admin.marriedsecondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,yes
28,self-employed,single,tertiary,28self-employedsingletertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes
41,technician,married,tertiary,41technicianmarriedtertiary,no,816,yes,yes,cellular,13,apr,520,2,319,1,failure,no
33,admin.,divorced,secondary,33admin.divorcedsecondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,no
42,management,married,tertiary,42managementmarriedtertiary,no,4,yes,no,cellular,8,may,579,2,295,1,success,yes
58,management,married,secondary,58managementmarriedsecondary,no,139,no,no,cellular,27,may,188,1,161,2,other,no
39,management,divorced,tertiary,39managementdivorcedtertiary,no,1315,yes,no,cellular,19,nov,1337,4,126,1,failure,no
33,blue-collar,married,secondary,33blue-collarmarriedsecondary,no,328,yes,no,cellular,20,apr,72,1,264,9,failure,no
23,student,single,secondary,23studentsinglesecondary,no,381,no,no,cellular,23,feb,696,1,189,2,other,yes
52,blue-collar,married,primary,52blue-collarmarriedprimary,no,320,yes,no,cellular,6,feb,306,3,253,4,other,no
28,unemployed,single,tertiary,28unemployedsingletertiary,no,1010,yes,no,cellular,6,may,911,1,336,2,failure,no
57,blue-collar,married,secondary,57blue-collarmarriedsecondary,no,25,yes,no,cellular,13,may,378,2,359,1,failure,no
47,technician,married,secondary,47technicianmarriedsecondary,no,1571,yes,no,cellular,11,may,261,1,369,2,failure,no
29,admin.,single,secondary,29admin.singlesecondary,no,464,no,no,cellular,10,aug,317,2,518,1,failure,yes
56,retired,married,secondary,56retiredmarriedsecondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
38,services,divorced,secondary,38servicesdivorcedsecondary,no,8554,yes,no,cellular,21,nov,29,2,176,4,other,no
28,technician,single,secondary,28techniciansinglesecondary,no,1363,no,no,cellular,9,jun,431,3,102,1,success,no
55,housemaid,divorced,tertiary,55housemaiddivorcedtertiary,no,1241,no,no,cellular,21,nov,48,7,154,5,failure,no
52,admin.,married,primary,52admin.marriedprimary,no,2281,yes,yes,telephone,4,feb,82,1,244,1,failure,no
39,admin.,married,secondary,39admin.marriedsecondary,no,217,yes,no,cellular,8,apr,284,1,308,4,failure,no
32,management,married,tertiary,32managementmarriedtertiary,no,1230,yes,no,cellular,4,feb,35,3,253,4,failure,no
40,technician,married,tertiary,40technicianmarriedtertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
42,blue-collar,married,primary,42blue-collarmarriedprimary,no,201,yes,no,cellular,30,apr,841,1,85,2,failure,yes
40,admin.,married,tertiary,40admin.marriedtertiary,no,1108,no,no,cellular,26,jan,228,1,92,5,failure,no
33,technician,single,secondary,33techniciansinglesecondary,no,10,yes,no,cellular,6,feb,71,2,274,1,failure,no
40,technician,married,primary,40technicianmarriedprimary,no,644,yes,no,cellular,16,apr,118,2,336,1,failure,no
51,entrepreneur,divorced,tertiary,51entrepreneurdivorcedtertiary,no,58,yes,no,cellular,30,jan,93,1,2,1,other,no
41,technician,divorced,tertiary,41techniciandivorcedtertiary,no,2611,yes,no,cellular,1,jun,129,1,314,2,failure,no
56,technician,married,secondary,56technicianmarriedsecondary,no,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
33,management,married,tertiary,33managementmarriedtertiary,no,644,yes,yes,cellular,3,feb,124,2,271,2,failure,no
51,blue-collar,married,primary,51blue-collarmarriedprimary,no,3764,no,no,telephone,9,mar,450,3,181,6,success,yes
21,services,single,secondary,21servicessinglesecondary,no,361,no,no,telephone,5,jun,329,1,95,1,other,no
26,management,single,tertiary,26managementsingletertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
38,management,married,tertiary,38managementmarriedtertiary,no,630,no,no,cellular,2,sep,362,1,388,3,other,yes
49,technician,divorced,tertiary,49techniciandivorcedtertiary,no,1807,yes,no,cellular,2,jun,225,1,82,1,success,no
32,self-employed,divorced,tertiary,32self-employeddivorcedtertiary,no,3271,no,no,cellular,12,aug,162,1,100,3,success,no
28,admin.,single,secondary,28admin.singlesecondary,no,20,yes,no,cellular,14,may,17,5,370,4,other,no
64,retired,married,secondary,64retiredmarriedsecondary,no,588,no,no,cellular,18,jan,366,1,91,2,failure,yes
32,technician,married,secondary,32technicianmarriedsecondary,no,1951,yes,no,cellular,8,apr,518,2,261,2,failure,no
50,services,married,secondary,50servicesmarriedsecondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,yes
50,blue-collar,married,primary,50blue-collarmarriedprimary,no,12519,yes,no,cellular,17,apr,146,2,147,4,success,no
36,unemployed,single,tertiary,36unemployedsingletertiary,no,953,yes,no,cellular,31,aug,102,2,101,3,failure,no
30,self-employed,married,tertiary,30self-employedmarriedtertiary,no,163,yes,no,cellular,18,may,149,1,362,8,other,no
40,admin.,single,tertiary,40admin.singletertiary,no,283,yes,no,cellular,20,apr,222,1,153,4,failure,no
73,retired,married,secondary,73retiredmarriedsecondary,no,2850,no,no,cellular,17,nov,300,1,40,8,failure,yes
62,retired,married,secondary,62retiredmarriedsecondary,no,3340,no,no,cellular,4,aug,259,1,35,1,failure,no
33,technician,married,tertiary,33technicianmarriedtertiary,no,1699,no,no,cellular,6,nov,178,2,94,1,success,yes
30,technician,single,secondary,30techniciansinglesecondary,no,3313,yes,no,telephone,20,apr,534,3,319,3,failure,no
29,technician,single,secondary,29techniciansinglesecondary,no,156,yes,no,cellular,8,may,111,4,347,3,other,no
44,blue-collar,divorced,secondary,44blue-collardivorcedsecondary,no,338,yes,no,cellular,13,may,133,1,370,1,failure,no
28,self-employed,single,tertiary,28self-employedsingletertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success,yes
28,blue-collar,married,primary,28blue-collarmarriedprimary,no,60,yes,no,cellular,6,may,161,1,337,1,failure,no
35,management,married,tertiary,35managementmarriedtertiary,no,193,yes,no,cellular,30,apr,565,1,13,1,failure,yes
55,blue-collar,married,secondary,55blue-collarmarriedsecondary,no,233,yes,no,cellular,5,may,813,2,351,3,failure,no
31,technician,single,secondary,31techniciansinglesecondary,no,1282,no,no,cellular,12,may,144,1,460,2,failure,no
33,blue-collar,single,secondary,33blue-collarsinglesecondary,no,1211,yes,no,cellular,15,may,39,1,361,4,failure,no
33,blue-collar,married,secondary,33blue-collarmarriedsecondary,no,4996,yes,no,cellular,18,may,15,9,363,2,failure,no
25,services,married,secondary,25servicesmarriedsecondary,no,51,yes,yes,cellular,7,may,159,2,357,2,failure,no
35,technician,single,secondary,35techniciansinglesecondary,no,1693,yes,no,cellular,26,may,58,1,105,1,success,no
30,student,single,secondary,30studentsinglesecondary,no,48,no,no,cellular,25,feb,217,1,191,2,success,yes
36,admin.,single,secondary,36admin.singlesecondary,no,507,yes,no,cellular,18,may,264,1,300,2,success,no
59,management,married,tertiary,59managementmarriedtertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure,no
30,technician,single,secondary,30techniciansinglesecondary,no,2371,no,no,cellular,14,jun,661,1,384,2,other,yes
51,blue-collar,married,primary,51blue-collarmarriedprimary,no,5131,yes,no,cellular,9,apr,348,1,329,2,failure,no
30,management,married,tertiary,30managementmarriedtertiary,no,196,no,no,cellular,20,nov,68,1,101,4,other,no
48,management,married,secondary,48managementmarriedsecondary,no,2892,no,no,cellular,7,jul,407,1,385,1,success,yes
30,management,divorced,tertiary,30managementdivorcedtertiary,no,415,yes,yes,cellular,6,may,984,1,343,4,failure,yes
36,technician,single,secondary,36techniciansinglesecondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no
54,management,married,tertiary,54managementmarriedtertiary,no,2960,yes,no,cellular,13,feb,94,9,85,1,failure,no
33,unemployed,single,tertiary,33unemployedsingletertiary,no,685,yes,no,cellular,2,feb,105,1,96,2,failure,no
44,management,married,tertiary,44managementmarriedtertiary,no,1791,no,no,telephone,12,aug,201,1,182,2,success,yes
23,student,single,secondary,23studentsinglesecondary,no,922,no,no,cellular,25,nov,242,1,85,8,failure,no
36,blue-collar,married,primary,36blue-collarmarriedprimary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
60,retired,divorced,tertiary,60retireddivorcedtertiary,no,2,no,no,cellular,2,mar,228,4,390,2,other,yes
56,management,divorced,tertiary,56managementdivorcedtertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no
25,student,married,tertiary,25studentmarriedtertiary,no,4923,yes,yes,cellular,4,may,78,4,74,14,failure,no
41,technician,single,tertiary,41techniciansingletertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
32,technician,married,secondary,32technicianmarriedsecondary,no,3322,yes,no,cellular,20,apr,380,1,74,4,failure,no
26,unemployed,single,secondary,26unemployedsinglesecondary,no,771,no,no,cellular,22,jun,113,1,109,1,failure,no
51,admin.,single,secondary,51admin.singlesecondary,no,726,yes,no,cellular,11,may,409,1,14,8,success,no
29,management,single,tertiary,29managementsingletertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
29,self-employed,married,tertiary,29self-employedmarriedtertiary,no,476,no,yes,cellular,5,feb,148,1,8,2,other,no
45,admin.,married,secondary,45admin.marriedsecondary,no,1206,no,no,telephone,8,feb,309,1,446,3,failure,yes
40,blue-collar,married,primary,40blue-collarmarriedprimary,no,665,yes,no,cellular,5,feb,177,3,211,1,success,no
39,technician,married,tertiary,39technicianmarriedtertiary,no,11766,yes,no,cellular,14,aug,313,4,102,5,failure,no
27,student,single,tertiary,27studentsingletertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure,yes
42,services,married,primary,42servicesmarriedprimary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,no
58,blue-collar,divorced,secondary,58blue-collardivorcedsecondary,no,644,no,yes,cellular,17,nov,220,4,109,4,failure,no
44,management,married,tertiary,44managementmarriedtertiary,no,870,yes,yes,cellular,12,may,118,2,369,1,failure,no
49,admin.,married,secondary,49admin.marriedsecondary,no,359,yes,no,cellular,2,feb,231,2,271,1,failure,no
45,technician,divorced,secondary,45techniciandivorcedsecondary,no,809,yes,no,cellular,13,may,155,2,363,4,failure,no
51,management,married,tertiary,51managementmarriedtertiary,no,2635,no,no,cellular,8,mar,209,2,188,3,success,no
39,management,married,tertiary,39managementmarriedtertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
42,management,married,secondary,42managementmarriedsecondary,no,406,yes,no,cellular,8,jul,194,1,391,2,success,no
42,management,married,tertiary,42managementmarriedtertiary,no,298,no,no,cellular,8,jul,214,4,115,6,failure,no
34,blue-collar,divorced,tertiary,34blue-collardivorcedtertiary,no,12409,no,no,cellular,16,mar,189,1,480,4,other,no
50,blue-collar,married,secondary,50blue-collarmarriedsecondary,no,16,yes,no,cellular,7,may,290,1,356,11,failure,no
34,admin.,single,secondary,34admin.singlesecondary,no,395,yes,no,cellular,11,may,150,2,364,8,failure,no
28,services,single,secondary,28servicessinglesecondary,no,1636,yes,no,cellular,18,may,97,1,355,2,failure,no
45,admin.,single,secondary,45admin.singlesecondary,no,946,yes,no,cellular,21,nov,56,2,175,4,failure,no
35,management,married,tertiary,35managementmarriedtertiary,no,495,no,no,cellular,30,apr,266,1,87,1,failure,yes
