,age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
283,57,blue-collar,1,1,57blue-collarmarriedsecondary,no,1521,1,1,1,18,may,102,2,178,5,0,0
284,33,blue-collar,0,1,33blue-collarsinglesecondary,no,498,0,0,1,12,aug,338,2,104,1,1,1
285,37,technician,1,1,37technicianmarriedsecondary,no,6384,1,1,1,3,jun,254,1,96,2,0,0
286,58,retired,1,1,58retiredmarriedsecondary,no,2714,0,0,1,26,may,165,1,287,2,0,1
287,38,technician,1,1,38technicianmarriedsecondary,no,6728,0,0,1,25,nov,232,1,96,4,1,1
288,33,management,0,2,33managementsingletertiary,no,718,1,0,1,6,apr,122,1,98,2,1,1
289,28,technician,0,2,28techniciansingletertiary,no,375,1,0,1,14,may,43,1,350,1,2,0
290,19,student,0,1,19studentsinglesecondary,no,424,0,0,1,30,jun,121,3,195,2,2,0
291,33,services,0,1,33servicessinglesecondary,no,3269,0,1,1,21,nov,381,1,126,1,0,0
292,29,self-employed,0,2,29self-employedsingletertiary,no,805,0,0,1,1,jul,302,2,128,8,1,0
293,82,housemaid,2,0,82housemaiddivorcedprimary,no,1381,0,0,1,28,jul,844,5,181,4,0,1
294,64,retired,1,1,64retiredmarriedsecondary,no,1220,0,0,1,5,mar,84,1,88,1,0,0
295,36,unemployed,0,2,36unemployedsingletertiary,no,1291,0,0,1,30,apr,195,1,86,1,1,1
296,31,student,0,1,31studentsinglesecondary,no,1776,0,0,1,15,jun,220,1,207,1,2,1
297,41,admin.,0,1,41admin.singlesecondary,no,985,1,0,1,30,jun,274,2,391,11,1,1
298,54,blue-collar,1,0,54blue-collarmarriedprimary,no,1357,1,1,1,5,may,305,5,349,7,2,0
300,47,admin.,1,0,47admin.marriedprimary,no,31,1,0,1,6,may,50,1,356,1,0,0
301,39,management,0,2,39managementsingletertiary,no,633,0,0,1,19,nov,105,2,133,3,0,0
302,30,admin.,1,1,30admin.marriedsecondary,no,490,1,0,1,3,feb,82,6,251,4,2,0
304,23,student,0,1,23studentsinglesecondary,no,2530,1,0,1,18,may,194,3,364,3,2,0
305,28,services,0,1,28servicessinglesecondary,no,341,1,0,1,15,may,437,3,347,3,2,1
306,34,admin.,1,1,34admin.marriedsecondary,no,2374,1,0,1,9,feb,243,2,92,3,1,1
307,28,self-employed,0,2,28self-employedsingletertiary,no,159,0,0,1,14,oct,246,2,420,2,2,1
308,41,technician,1,2,41technicianmarriedtertiary,no,816,1,1,1,13,apr,520,2,319,1,0,0
309,33,admin.,2,1,33admin.divorcedsecondary,no,661,1,0,1,4,may,90,4,167,3,0,0
310,42,management,1,2,42managementmarriedtertiary,no,4,1,0,1,8,may,579,2,295,1,1,1
311,58,management,1,1,58managementmarriedsecondary,no,139,0,0,1,27,may,188,1,161,2,2,0
312,39,management,2,2,39managementdivorcedtertiary,no,1315,1,0,1,19,nov,1337,4,126,1,0,0
313,33,blue-collar,1,1,33blue-collarmarriedsecondary,no,328,1,0,1,20,apr,72,1,264,9,0,0
314,23,student,0,1,23studentsinglesecondary,no,381,0,0,1,23,feb,696,1,189,2,2,1
315,52,blue-collar,1,0,52blue-collarmarriedprimary,no,320,1,0,1,6,feb,306,3,253,4,2,0
316,28,unemployed,0,2,28unemployedsingletertiary,no,1010,1,0,1,6,may,911,1,336,2,0,0
317,57,blue-collar,1,1,57blue-collarmarriedsecondary,no,25,1,0,1,13,may,378,2,359,1,0,0
318,47,technician,1,1,47technicianmarriedsecondary,no,1571,1,0,1,11,may,261,1,369,2,0,0
319,29,admin.,0,1,29admin.singlesecondary,no,464,0,0,1,10,aug,317,2,518,1,0,1
320,56,retired,1,1,56retiredmarriedsecondary,no,393,0,1,1,26,jul,183,1,221,2,0,1
322,28,technician,0,1,28techniciansinglesecondary,no,1363,0,0,1,9,jun,431,3,102,1,1,0
323,55,housemaid,2,2,55housemaiddivorcedtertiary,no,1241,0,0,1,21,nov,48,7,154,5,0,0
324,52,admin.,1,0,52admin.marriedprimary,no,2281,1,1,0,4,feb,82,1,244,1,0,0
325,39,admin.,1,1,39admin.marriedsecondary,no,217,1,0,1,8,apr,284,1,308,4,0,0
326,32,management,1,2,32managementmarriedtertiary,no,1230,1,0,1,4,feb,35,3,253,4,0,0
328,42,blue-collar,1,0,42blue-collarmarriedprimary,no,201,1,0,1,30,apr,841,1,85,2,0,1
329,40,admin.,1,2,40admin.marriedtertiary,no,1108,0,0,1,26,jan,228,1,92,5,0,0
330,33,technician,0,1,33techniciansinglesecondary,no,10,1,0,1,6,feb,71,2,274,1,0,0
331,40,technician,1,0,40technicianmarriedprimary,no,644,1,0,1,16,apr,118,2,336,1,0,0
332,51,entrepreneur,2,2,51entrepreneurdivorcedtertiary,no,58,1,0,1,30,jan,93,1,2,1,2,0
333,41,technician,2,2,41techniciandivorcedtertiary,no,2611,1,0,1,1,jun,129,1,314,2,0,0
334,56,technician,1,1,56technicianmarriedsecondary,no,1938,0,1,1,26,feb,229,1,192,4,1,1
335,33,management,1,2,33managementmarriedtertiary,no,644,1,1,1,3,feb,124,2,271,2,0,0
336,51,blue-collar,1,0,51blue-collarmarriedprimary,no,3764,0,0,0,9,mar,450,3,181,6,1,1
337,21,services,0,1,21servicessinglesecondary,no,361,0,0,0,5,jun,329,1,95,1,2,0
338,26,management,0,2,26managementsingletertiary,no,1646,0,0,1,12,apr,524,4,206,5,1,1
339,38,management,1,2,38managementmarriedtertiary,no,630,0,0,1,2,sep,362,1,388,3,2,1
340,49,technician,2,2,49techniciandivorcedtertiary,no,1807,1,0,1,2,jun,225,1,82,1,1,0
341,32,self-employed,2,2,32self-employeddivorcedtertiary,no,3271,0,0,1,12,aug,162,1,100,3,1,0
342,28,admin.,0,1,28admin.singlesecondary,no,20,1,0,1,14,may,17,5,370,4,2,0
343,64,retired,1,1,64retiredmarriedsecondary,no,588,0,0,1,18,jan,366,1,91,2,0,1
344,32,technician,1,1,32technicianmarriedsecondary,no,1951,1,0,1,8,apr,518,2,261,2,0,0
345,50,services,1,1,50servicesmarriedsecondary,no,3169,0,0,1,13,aug,399,1,430,1,0,1
347,36,unemployed,0,2,36unemployedsingletertiary,no,953,1,0,1,31,aug,102,2,101,3,0,0
348,30,self-employed,1,2,30self-employedmarriedtertiary,no,163,1,0,1,18,may,149,1,362,8,2,0
349,40,admin.,0,2,40admin.singletertiary,no,283,1,0,1,20,apr,222,1,153,4,0,0
350,73,retired,1,1,73retiredmarriedsecondary,no,2850,0,0,1,17,nov,300,1,40,8,0,1
351,62,retired,1,1,62retiredmarriedsecondary,no,3340,0,0,1,4,aug,259,1,35,1,0,0
352,33,technician,1,2,33technicianmarriedtertiary,no,1699,0,0,1,6,nov,178,2,94,1,1,1
353,30,technician,0,1,30techniciansinglesecondary,no,3313,1,0,0,20,apr,534,3,319,3,0,0
354,29,technician,0,1,29techniciansinglesecondary,no,156,1,0,1,8,may,111,4,347,3,2,0
355,44,blue-collar,2,1,44blue-collardivorcedsecondary,no,338,1,0,1,13,may,133,1,370,1,0,0
356,28,self-employed,0,2,28self-employedsingletertiary,no,159,0,0,1,16,nov,449,2,33,4,1,1
357,28,blue-collar,1,0,28blue-collarmarriedprimary,no,60,1,0,1,6,may,161,1,337,1,0,0
358,35,management,1,2,35managementmarriedtertiary,no,193,1,0,1,30,apr,565,1,13,1,0,1
359,55,blue-collar,1,1,55blue-collarmarriedsecondary,no,233,1,0,1,5,may,813,2,351,3,0,0
360,31,technician,0,1,31techniciansinglesecondary,no,1282,0,0,1,12,may,144,1,460,2,0,0
361,33,blue-collar,0,1,33blue-collarsinglesecondary,no,1211,1,0,1,15,may,39,1,361,4,0,0
362,33,blue-collar,1,1,33blue-collarmarriedsecondary,no,4996,1,0,1,18,may,15,9,363,2,0,0
363,25,services,1,1,25servicesmarriedsecondary,no,51,1,1,1,7,may,159,2,357,2,0,0
364,35,technician,0,1,35techniciansinglesecondary,no,1693,1,0,1,26,may,58,1,105,1,1,0
365,30,student,0,1,30studentsinglesecondary,no,48,0,0,1,25,feb,217,1,191,2,1,1
366,36,admin.,0,1,36admin.singlesecondary,no,507,1,0,1,18,may,264,1,300,2,1,0
367,59,management,1,2,59managementmarriedtertiary,no,2764,0,0,1,24,dec,237,1,206,2,0,0
368,30,technician,0,1,30techniciansinglesecondary,no,2371,0,0,1,14,jun,661,1,384,2,2,1
369,51,blue-collar,1,0,51blue-collarmarriedprimary,no,5131,1,0,1,9,apr,348,1,329,2,0,0
370,30,management,1,2,30managementmarriedtertiary,no,196,0,0,1,20,nov,68,1,101,4,2,0
371,48,management,1,1,48managementmarriedsecondary,no,2892,0,0,1,7,jul,407,1,385,1,1,1
372,30,management,2,2,30managementdivorcedtertiary,no,415,1,1,1,6,may,984,1,343,4,0,1
373,36,technician,0,1,36techniciansinglesecondary,no,1855,1,0,1,4,feb,75,1,273,1,0,0
374,54,management,1,2,54managementmarriedtertiary,no,2960,1,0,1,13,feb,94,9,85,1,0,0
375,33,unemployed,0,2,33unemployedsingletertiary,no,685,1,0,1,2,feb,105,1,96,2,0,0
376,44,management,1,2,44managementmarriedtertiary,no,1791,0,0,0,12,aug,201,1,182,2,1,1
377,23,student,0,1,23studentsinglesecondary,no,922,0,0,1,25,nov,242,1,85,8,0,0
378,36,blue-collar,1,0,36blue-collarmarriedprimary,no,1177,0,0,1,15,apr,330,1,311,4,1,1
379,60,retired,2,2,60retireddivorcedtertiary,no,2,0,0,1,2,mar,228,4,390,2,2,1
380,56,management,2,2,56managementdivorcedtertiary,no,722,0,0,1,19,feb,134,3,94,2,0,0
381,25,student,1,2,25studentmarriedtertiary,no,4923,1,1,1,4,may,78,4,74,14,0,0
382,41,technician,0,2,41techniciansingletertiary,no,1646,1,0,1,4,feb,261,1,184,6,1,1
383,32,technician,1,1,32technicianmarriedsecondary,no,3322,1,0,1,20,apr,380,1,74,4,0,0
384,26,unemployed,0,1,26unemployedsinglesecondary,no,771,0,0,1,22,jun,113,1,109,1,0,0
385,51,admin.,0,1,51admin.singlesecondary,no,726,1,0,1,11,may,409,1,14,8,1,0
386,29,management,0,2,29managementsingletertiary,no,437,0,0,1,5,aug,504,1,92,1,1,1
387,29,self-employed,1,2,29self-employedmarriedtertiary,no,476,0,1,1,5,feb,148,1,8,2,2,0
388,45,admin.,1,1,45admin.marriedsecondary,no,1206,0,0,0,8,feb,309,1,446,3,0,1
389,40,blue-collar,1,0,40blue-collarmarriedprimary,no,665,1,0,1,5,feb,177,3,211,1,1,0
392,42,services,1,0,42servicesmarriedprimary,no,124,1,0,1,2,feb,164,2,262,2,0,0
393,58,blue-collar,2,1,58blue-collardivorcedsecondary,no,644,0,1,1,17,nov,220,4,109,4,0,0
394,44,management,1,2,44managementmarriedtertiary,no,870,1,1,1,12,may,118,2,369,1,0,0
395,49,admin.,1,1,49admin.marriedsecondary,no,359,1,0,1,2,feb,231,2,271,1,0,0
396,45,technician,2,1,45techniciandivorcedsecondary,no,809,1,0,1,13,may,155,2,363,4,0,0
397,51,management,1,2,51managementmarriedtertiary,no,2635,0,0,1,8,mar,209,2,188,3,1,0
398,39,management,1,2,39managementmarriedtertiary,no,763,1,0,1,11,may,877,7,300,2,2,1
399,42,management,1,1,42managementmarriedsecondary,no,406,1,0,1,8,jul,194,1,391,2,1,0
400,42,management,1,2,42managementmarriedtertiary,no,298,0,0,1,8,jul,214,4,115,6,0,0
402,50,blue-collar,1,1,50blue-collarmarriedsecondary,no,16,1,0,1,7,may,290,1,356,11,0,0
403,34,admin.,0,1,34admin.singlesecondary,no,395,1,0,1,11,may,150,2,364,8,0,0
404,28,services,0,1,28servicessinglesecondary,no,1636,1,0,1,18,may,97,1,355,2,0,0
405,45,admin.,0,1,45admin.singlesecondary,no,946,1,0,1,21,nov,56,2,175,4,0,0
406,35,management,1,2,35managementmarriedtertiary,no,495,0,0,1,30,apr,266,1,87,1,0,1
407,30,blue-collar,1,1,30blue-collarmarriedsecondary,no,501,1,1,1,20,nov,994,1,177,1,0,1
408,39,management,1,2,39managementmarriedtertiary,no,622,0,0,1,22,may,181,2,184,1,0,0
409,46,blue-collar,1,1,46blue-collarmarriedsecondary,no,120,1,1,1,29,jan,121,1,259,3,0,0
410,42,management,1,2,42managementmarriedtertiary,no,3718,1,0,1,5,may,42,1,272,2,0,0
411,39,services,1,1,39servicesmarriedsecondary,no,435,1,0,1,15,may,411,6,175,3,2,0
412,26,blue-collar,0,0,26blue-collarsingleprimary,no,619,1,1,1,14,may,720,1,352,1,0,0
413,52,management,0,2,52managementsingletertiary,no,2290,0,0,1,30,apr,195,2,268,2,2,0
414,59,technician,1,1,59technicianmarriedsecondary,no,1,0,0,1,15,apr,159,2,378,3,0,1
415,33,admin.,1,2,33admin.marriedtertiary,no,882,0,0,1,22,apr,104,1,183,4,0,1
416,34,blue-collar,1,1,34blue-collarmarriedsecondary,no,1221,1,0,1,6,may,182,1,90,8,0,0
417,54,technician,2,1,54techniciandivorcedsecondary,no,2156,1,0,1,3,feb,261,1,195,4,0,1
418,38,admin.,1,2,38admin.marriedtertiary,no,1988,0,0,1,2,jun,103,1,67,4,1,1
419,57,blue-collar,2,1,57blue-collardivorcedsecondary,no,75,1,0,1,8,may,159,1,361,2,0,0
420,50,management,1,2,50managementmarriedtertiary,no,5108,1,0,1,18,dec,406,1,182,2,0,1
421,41,technician,0,2,41techniciansingletertiary,no,1646,1,0,1,5,may,258,1,90,7,1,1
422,54,technician,1,1,54technicianmarriedsecondary,no,2102,1,0,1,5,apr,547,1,626,2,0,1
424,52,services,1,1,52servicesmarriedsecondary,no,659,0,0,1,28,jan,390,4,93,1,1,1
425,70,retired,2,0,70retireddivorcedprimary,no,482,0,0,0,14,jul,413,1,181,3,1,1
426,46,blue-collar,1,1,46blue-collarmarriedsecondary,no,521,1,0,1,29,jan,246,1,226,3,0,0
427,28,management,0,2,28managementsingletertiary,yes,1414,1,0,1,8,jul,294,1,521,1,0,1
428,40,self-employed,1,1,40self-employedmarriedsecondary,no,311,1,0,1,6,may,205,1,351,2,0,0
429,34,housemaid,1,2,34housemaidmarriedtertiary,no,4958,1,0,1,20,apr,11,5,152,2,0,0
430,37,management,1,2,37managementmarriedtertiary,no,255,0,0,1,24,feb,562,2,183,10,1,1
431,28,management,1,2,28managementmarriedtertiary,no,1918,0,0,1,18,oct,333,1,616,1,0,0
432,36,student,0,2,36studentsingletertiary,no,129,0,0,1,28,jan,918,1,93,1,1,1
433,52,housemaid,1,0,52housemaidmarriedprimary,no,618,1,1,1,10,aug,352,2,102,2,0,0
434,58,management,1,2,58managementmarriedtertiary,no,2764,0,0,1,1,jun,459,1,196,1,0,0
435,52,management,1,2,52managementmarriedtertiary,no,1944,1,0,1,15,apr,238,3,323,2,0,0
436,26,admin.,0,1,26admin.singlesecondary,no,1099,0,0,1,15,jan,99,2,225,13,2,0
437,53,admin.,0,1,53admin.singlesecondary,no,2398,1,0,1,3,feb,108,1,92,1,1,0
439,37,unemployed,1,2,37unemployedmarriedtertiary,no,7620,0,0,0,31,aug,164,3,98,3,0,0
440,33,services,1,1,33servicesmarriedsecondary,no,554,1,0,1,29,jan,162,2,258,1,2,0
441,32,management,1,2,32managementmarriedtertiary,no,141,1,0,1,4,may,78,3,89,9,1,0
442,39,services,1,1,39servicesmarriedsecondary,no,3165,1,0,1,15,may,56,1,368,2,0,0
443,40,technician,0,1,40techniciansinglesecondary,no,191,1,0,1,18,may,19,4,374,1,2,0
444,36,entrepreneur,0,1,36entrepreneursinglesecondary,no,866,1,0,1,11,may,629,1,173,1,0,1
445,30,technician,1,1,30technicianmarriedsecondary,no,817,1,0,1,21,nov,208,3,91,4,0,0
446,32,admin.,0,1,32admin.singlesecondary,no,5,1,1,1,13,aug,200,1,127,1,0,0
447,58,management,1,2,58managementmarriedtertiary,no,1602,0,0,1,21,nov,1032,10,115,3,0,0
448,26,services,0,1,26servicessinglesecondary,no,46,1,0,1,15,may,17,3,351,6,2,0
449,36,self-employed,1,1,36self-employedmarriedsecondary,no,1245,1,0,1,9,feb,8,7,248,9,1,0
450,32,blue-collar,2,0,32blue-collardivorcedprimary,no,158,1,0,1,5,feb,728,4,253,1,0,0
451,52,management,1,2,52managementmarriedtertiary,no,437,0,0,0,12,jun,137,3,113,1,2,0
452,35,housemaid,1,2,35housemaidmarriedtertiary,no,1265,1,0,1,15,may,326,5,179,4,0,1
453,26,entrepreneur,0,2,26entrepreneursingletertiary,no,725,0,0,1,5,feb,1916,2,189,29,2,1
454,38,blue-collar,1,1,38blue-collarmarriedsecondary,no,1663,1,0,1,13,apr,217,3,327,1,0,0
455,35,management,0,2,35managementsingletertiary,no,2015,0,0,1,15,jun,60,1,390,1,0,0
456,37,blue-collar,1,1,37blue-collarmarriedsecondary,no,4321,0,0,1,8,sep,421,2,95,1,1,0
457,38,blue-collar,0,1,38blue-collarsinglesecondary,no,711,1,0,1,24,feb,254,5,140,1,2,0
458,39,blue-collar,1,0,39blue-collarmarriedprimary,no,143,1,0,1,20,apr,6,2,348,1,2,0
459,31,admin.,1,1,31admin.marriedsecondary,no,4457,1,0,1,16,apr,225,1,146,4,1,0
460,33,technician,0,2,33techniciansingletertiary,no,1190,1,0,1,17,apr,50,2,252,4,0,0
461,46,services,1,1,46servicesmarriedsecondary,no,561,1,0,1,9,feb,84,4,256,7,0,0
462,30,management,0,2,30managementsingletertiary,no,147,0,0,1,9,sep,234,1,100,1,0,1
463,55,technician,2,2,55techniciandivorcedtertiary,no,525,1,0,1,15,may,28,8,366,4,2,0
464,54,management,1,2,54managementmarriedtertiary,no,7249,1,1,1,4,feb,102,2,77,1,0,0
465,36,blue-collar,0,1,36blue-collarsinglesecondary,no,40,1,0,1,27,aug,259,3,475,4,1,1
466,32,technician,0,1,32techniciansinglesecondary,no,337,1,0,1,29,jan,213,2,261,1,2,0
467,22,student,0,1,22studentsinglesecondary,no,948,0,0,0,25,feb,169,1,191,3,1,1
468,29,housemaid,0,2,29housemaidsingletertiary,no,19,0,0,1,5,feb,110,2,64,2,1,1
469,46,services,2,1,46servicesdivorcedsecondary,no,864,1,0,1,17,apr,225,3,150,7,0,0
470,41,services,1,0,41servicesmarriedprimary,no,450,1,0,1,17,apr,122,1,338,2,0,0
471,38,self-employed,0,2,38self-employedsingletertiary,no,5774,1,0,1,15,may,406,4,359,5,2,1
472,42,technician,1,1,42technicianmarriedsecondary,no,488,0,0,1,9,apr,230,1,325,1,2,0
473,40,blue-collar,2,1,40blue-collardivorcedsecondary,no,94,1,0,1,29,jan,121,1,245,1,0,0
474,53,services,2,1,53servicesdivorcedsecondary,no,765,1,0,1,14,may,959,3,174,7,2,1
475,29,student,0,1,29studentsinglesecondary,no,1377,1,0,1,3,aug,248,1,446,2,1,1
476,30,blue-collar,1,0,30blue-collarmarriedprimary,no,201,1,0,1,31,aug,219,1,157,12,0,1
477,50,admin.,1,1,50admin.marriedsecondary,no,3608,1,0,1,14,may,196,8,182,4,1,1
478,34,management,1,2,34managementmarriedtertiary,no,16,1,0,0,29,sep,316,1,119,1,2,1
479,37,unemployed,0,1,37unemployedsinglesecondary,no,490,1,1,1,7,may,739,2,325,3,0,0
480,68,retired,2,0,68retireddivorcedprimary,no,2027,0,0,1,14,sep,404,2,91,4,1,1
481,29,blue-collar,1,1,29blue-collarmarriedsecondary,no,1958,1,0,1,18,may,112,4,349,1,0,0
482,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,262,0,0,1,15,mar,427,1,181,3,1,1
483,64,retired,2,0,64retireddivorcedprimary,no,109,0,0,1,23,jun,706,1,225,2,1,1
484,29,unemployed,1,1,29unemployedmarriedsecondary,no,687,0,0,1,8,oct,309,2,88,6,2,0
485,50,technician,1,1,50technicianmarriedsecondary,no,3654,0,0,1,29,oct,215,2,78,2,2,1
486,32,blue-collar,1,0,32blue-collarmarriedprimary,no,50,1,0,1,13,may,275,1,370,2,0,0
487,38,admin.,0,1,38admin.singlesecondary,no,115,0,0,1,5,aug,250,3,182,10,0,0
488,35,unemployed,0,2,35unemployedsingletertiary,no,415,0,0,1,4,aug,462,1,92,4,1,1
489,34,management,1,2,34managementmarriedtertiary,no,3047,0,0,1,30,apr,317,1,160,5,2,1
490,27,student,0,2,27studentsingletertiary,no,5741,0,0,1,22,feb,368,1,185,2,0,0
491,31,housemaid,0,1,31housemaidsinglesecondary,no,49,1,0,1,8,may,187,3,360,2,0,0
492,33,blue-collar,0,2,33blue-collarsingletertiary,no,700,0,0,1,9,feb,126,1,88,1,1,1
493,34,management,2,2,34managementdivorcedtertiary,no,2240,0,0,1,8,sep,220,2,184,3,1,1
494,35,technician,0,1,35techniciansinglesecondary,no,70,1,0,1,21,oct,197,2,188,2,2,0
495,40,technician,0,1,40techniciansinglesecondary,no,822,1,1,1,29,jan,155,2,245,3,0,0
496,26,student,0,1,26studentsinglesecondary,no,4613,0,0,1,28,may,663,3,196,2,2,1
497,28,management,0,2,28managementsingletertiary,no,187,0,0,1,10,sep,255,1,93,2,1,1
498,34,management,1,2,34managementmarriedtertiary,no,1778,0,0,1,5,feb,99,1,93,3,1,0
499,49,management,1,2,49managementmarriedtertiary,no,666,1,0,1,12,may,337,1,309,6,0,0
500,40,services,1,1,40servicesmarriedsecondary,no,191,1,0,1,18,may,201,2,293,6,2,0
501,24,student,0,1,24studentsinglesecondary,no,382,0,0,1,13,nov,256,2,92,3,0,1
502,40,technician,1,2,40technicianmarriedtertiary,no,516,1,0,1,9,feb,175,5,12,1,2,0
503,36,admin.,1,1,36admin.marriedsecondary,no,788,1,0,1,6,may,403,1,345,1,0,0
504,34,management,2,2,34managementdivorcedtertiary,no,2885,0,0,1,10,feb,314,2,156,4,2,1
505,74,retired,1,2,74retiredmarriedtertiary,no,2575,0,0,1,25,jan,172,2,161,1,0,0
506,36,blue-collar,1,0,36blue-collarmarriedprimary,no,38,1,1,1,13,may,285,2,335,1,2,0
507,29,housemaid,0,2,29housemaidsingletertiary,no,19,0,0,1,3,dec,274,1,230,1,1,1
508,29,housemaid,0,2,29housemaidsingletertiary,no,19,0,0,1,4,may,268,1,88,4,1,1
509,32,management,0,2,32managementsingletertiary,no,312,0,0,1,26,may,208,2,98,2,1,1
510,75,retired,1,1,75retiredmarriedsecondary,no,291,0,0,1,12,aug,350,1,182,2,1,1
511,42,admin.,1,1,42admin.marriedsecondary,no,437,1,0,1,11,aug,120,3,190,1,0,0
512,62,retired,1,2,62retiredmarriedtertiary,no,2557,1,0,1,14,sep,211,1,216,7,1,1
513,31,management,1,2,31managementmarriedtertiary,no,4015,1,0,1,2,feb,95,2,241,3,2,0
514,39,blue-collar,1,0,39blue-collarmarriedprimary,no,467,1,0,1,16,apr,232,1,335,1,0,0
515,32,blue-collar,1,0,32blue-collarmarriedprimary,no,1644,0,0,1,7,sep,492,3,102,5,2,1
516,37,services,1,1,37servicesmarriedsecondary,no,393,1,1,1,13,may,95,1,357,1,0,0
518,28,blue-collar,0,1,28blue-collarsinglesecondary,no,1285,0,0,0,30,jan,199,2,2,17,2,0
519,47,technician,1,1,47technicianmarriedsecondary,no,332,1,0,1,2,feb,276,1,269,1,1,0
520,32,management,2,2,32managementdivorcedtertiary,no,1804,1,0,1,13,may,122,1,355,1,0,0
521,40,blue-collar,1,1,40blue-collarmarriedsecondary,no,1508,0,0,1,10,aug,153,2,383,1,0,0
522,48,blue-collar,1,1,48blue-collarmarriedsecondary,no,863,1,0,0,4,may,412,5,350,2,1,1
523,30,management,1,2,30managementmarriedtertiary,no,357,1,0,1,8,apr,78,2,289,2,2,0
524,39,blue-collar,1,1,39blue-collarmarriedsecondary,no,1419,1,0,1,13,may,9,12,349,1,2,0
525,62,retired,1,2,62retiredmarriedtertiary,no,4692,1,0,1,13,jan,113,1,90,1,0,0
526,48,services,2,1,48servicesdivorcedsecondary,no,4906,1,0,1,20,nov,200,1,190,1,0,0
527,77,retired,2,0,77retireddivorcedprimary,no,2693,0,0,1,25,oct,83,2,94,12,2,0
528,36,entrepreneur,2,2,36entrepreneurdivorcedtertiary,no,3407,0,0,1,9,jun,993,4,85,4,1,1
530,27,services,1,1,27servicesmarriedsecondary,no,199,0,0,1,4,feb,108,2,195,6,0,0
531,33,blue-collar,1,1,33blue-collarmarriedsecondary,no,2254,1,0,1,17,apr,130,1,148,1,0,0
532,37,management,1,2,37managementmarriedtertiary,no,3654,0,0,1,26,feb,262,1,274,2,2,0
533,31,blue-collar,1,0,31blue-collarmarriedprimary,no,392,1,0,1,14,may,465,2,360,1,0,0
534,30,self-employed,0,2,30self-employedsingletertiary,no,48,0,0,1,27,may,144,2,187,1,0,0
536,32,admin.,0,1,32admin.singlesecondary,no,626,1,0,1,7,may,324,2,351,1,0,0
537,31,management,0,2,31managementsingletertiary,no,775,1,0,1,20,apr,207,1,308,2,0,0
538,24,student,0,1,24studentsinglesecondary,no,1123,0,0,1,13,jul,475,1,412,1,2,1
540,36,blue-collar,1,1,36blue-collarmarriedsecondary,no,975,1,0,1,7,may,186,2,295,1,0,0
541,43,technician,0,2,43techniciansingletertiary,no,275,1,0,0,14,may,151,2,360,1,2,0
542,42,admin.,2,1,42admin.divorcedsecondary,no,2129,0,0,1,13,aug,633,1,182,2,2,1
543,43,blue-collar,1,1,43blue-collarmarriedsecondary,no,3311,1,0,0,20,nov,105,2,184,3,2,0
544,31,blue-collar,0,0,31blue-collarsingleprimary,no,3466,1,0,0,29,jan,267,3,183,25,2,0
545,42,management,0,2,42managementsingletertiary,no,3371,1,1,1,13,aug,284,1,92,2,0,0
546,42,blue-collar,1,1,42blue-collarmarriedsecondary,no,429,1,0,1,18,may,110,1,370,1,0,0
547,35,management,2,2,35managementdivorcedtertiary,no,2885,0,0,1,13,aug,199,3,43,8,2,1
548,33,admin.,1,2,33admin.marriedtertiary,no,882,0,0,0,21,oct,39,1,151,3,0,0
549,46,admin.,1,2,46admin.marriedtertiary,no,2552,0,0,1,3,sep,260,1,94,8,1,1
550,55,technician,1,1,55technicianmarriedsecondary,no,312,0,0,1,6,feb,13,8,9,3,2,0
551,43,services,1,2,43servicesmarriedtertiary,no,4216,0,0,1,24,dec,150,2,195,2,1,1
552,29,admin.,0,1,29admin.singlesecondary,no,596,1,0,1,18,may,172,2,346,6,0,0
553,38,technician,2,1,38techniciandivorcedsecondary,no,902,1,0,1,14,aug,108,1,102,4,1,0
554,20,student,0,1,20studentsinglesecondary,no,215,0,0,1,24,nov,325,1,95,5,1,1
555,56,entrepreneur,1,1,56entrepreneurmarriedsecondary,no,5838,0,0,1,2,feb,116,2,230,2,0,0
556,31,management,0,2,31managementsingletertiary,no,630,0,0,1,4,may,95,2,91,2,0,0
557,47,blue-collar,1,0,47blue-collarmarriedprimary,no,2269,1,0,1,18,may,132,1,279,2,0,0
558,45,blue-collar,1,1,45blue-collarmarriedsecondary,no,1778,1,0,1,4,feb,41,1,251,5,0,0
559,47,services,1,1,47servicesmarriedsecondary,no,367,1,0,1,12,may,309,1,306,4,1,1
